0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,19,Paper
YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,YES,NO,YES,0
YES,YES,NO,NO,YES,NO,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,NO,1
NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES,2
NO,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,3
YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES,YES,4
NO,YES,NO,NO,YES,NO,YES,YES,NO,NO,YES,NO,YES,YES,YES,NO,YES,5
YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,6
NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,7
NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,8
YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,9
YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,YES,10
NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES,11
YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,YES,12
NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,13
YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES,14
YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES,YES,15
YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,16
YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,YES,17
YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,18
YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,19
NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,20
YES,NO,YES,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,21
YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,22
YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,23
YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,24
NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,25
YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,26
YES,NO,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,27
YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,28
YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,YES,NO,YES,29
NO,YES,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,YES,30
YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,31
YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,32
NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,33
YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,34
NO,YES,NO,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,35
NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,YES,36
YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,37
