0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,19,Paper
YES,NO,YES,NO,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,YES,0
YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES,1
NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,2
YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,3
NO,NO,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,4
YES,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,5
NO,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,6
NO,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,YES,7
Yes,NO,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,8
NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,9
NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,10
NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES,NO,YES,NO,YES,NO,NO,11
NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,12
NO,NO,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,13
NO,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,NO,14
NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,15
YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,NO,16
YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,17
YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,18
YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,19
YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,YES,20
YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,NO,21
YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,YES,22
YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,23
NO,NO,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,YES,24
NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,25
YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,26
YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,27
YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,28
YES,NO,YES,NO,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,29
NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,30
NO,NO,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,31
YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,32
NO,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,33
YES,NO,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,34
NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,35
NO,NO,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,YES,YES,NO,36
NO,NO,NO,No,NO,NO,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,NO,37
