0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,19,Paper
YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,0
YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,1
NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,2
NO,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,YES,NO,3
YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES,YES,YES,4
YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES,YES,5
YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,6
YES,NO,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,YES,7
YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,8
NO,YES,YES,NO,NO,YES,YES,YES,NO,NO,,NO,YES,YES,YES,NO,YES,9
YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,YES,YES,NO,10
YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,11
NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,NO,YES,12
NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,NO,YES,YES,YES,13
YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,YES,YES,NO,14
YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,YES,YES,YES,15
YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,16
YES,NO,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,17
YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,18
YES,YES,NO,NO,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,19
YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES,20
YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,YES,YES,21
NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,22
YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,,NO,YES,NO,YES,NO,YES,23
YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,24
YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,YES,YES,YES,25
YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,26
YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,NO,YES,27
NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,28
YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,YES,NO,NO,29
YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,30
YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,31
YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,NO,32
YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,,NO,YES,YES,NO,YES,NO,33
NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,34
YES,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO,YES,NO,YES,35
YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,36
NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,37
